,pronoun,gender,main_entity,relation_to_main,dist_to_main,time_to_answer,correct,user_ip,sentence_id,sentence,word_side
1493,her,her,teacher,pro,9,679.0,True,9962e8a878efc4bd41a392780885f015,540,"An excellent teacher, Dykes won a number of teaching awards during her 15 years of service at Howard University.",1.0
1494,her,her,teacher,pro,9,670.0,True,c17d279da49e709638f42e292543b334,540,"An excellent teacher, Dykes won a number of teaching awards during her 15 years of service at Howard University.",0.0
1495,her,her,teacher,pro,2,529.0,True,e2b31134ddce117fca635cc6d8b14b03,398,The film follows an affair between a high school teacher and her student.,0.0
1496,her,her,teacher,pro,9,576.0,True,ea6777eddd27e861b6ebc5c817f814e6,540,"An excellent teacher, Dykes won a number of teaching awards during her 15 years of service at Howard University.",1.0
1497,her,her,teacher,pro,9,766.0,True,f3276b3d2021fd87259810574797f8b4,540,"An excellent teacher, Dykes won a number of teaching awards during her 15 years of service at Howard University.",1.0
1498,her,her,teacher,pro,4,587.0,True,035bdfe202e3fd359e6a8ba379e88dd4,702,"The teacher, Gillian Gibbons, allowed her class to name a teddy bear Muhammad.",1.0
1499,her,her,teacher,pro,4,599.0,True,6fcb4dcbc1410bc056b5762f047c4f29,702,"The teacher, Gillian Gibbons, allowed her class to name a teddy bear Muhammad.",0.0
1500,her,her,teacher,pro,4,500.0,True,89bb397c8dd69b78571f586522288335,702,"The teacher, Gillian Gibbons, allowed her class to name a teddy bear Muhammad.",1.0
1501,her,her,teacher,pro,4,625.0,True,9962e8a878efc4bd41a392780885f015,702,"The teacher, Gillian Gibbons, allowed her class to name a teddy bear Muhammad.",1.0
1502,her,her,teacher,pro,4,2609.0,True,d00696adf8dd1f96878d06dbb74a3b48,702,"The teacher, Gillian Gibbons, allowed her class to name a teddy bear Muhammad.",1.0
1503,her,her,teacher,pro,4,665.0,True,d648d0b729c06f20aaa219368992a9d1,702,"The teacher, Gillian Gibbons, allowed her class to name a teddy bear Muhammad.",1.0
1504,her,her,teacher,pro,4,784.0,True,ea6777eddd27e861b6ebc5c817f814e6,702,"The teacher, Gillian Gibbons, allowed her class to name a teddy bear Muhammad.",1.0
1505,her,her,teacher,pro,5,547.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,865,"Rebecca McPherson Wright Bonsal (January 31, 1838 or 1842 until May 15, 1914) was an American Quaker teacher who was fired for her Unionist loyalty, as well as delivered important intelligence to the Union Army during the American Civil War, which helped Union Generals Philip Sheridan and George Crook defeat Confederate General Jubal Early in the crucial Third Battle of Winchester in September, 1864.",0.0
1506,her,her,teacher,pro,5,704.0,True,9962e8a878efc4bd41a392780885f015,865,"Rebecca McPherson Wright Bonsal (January 31, 1838 or 1842 until May 15, 1914) was an American Quaker teacher who was fired for her Unionist loyalty, as well as delivered important intelligence to the Union Army during the American Civil War, which helped Union Generals Philip Sheridan and George Crook defeat Confederate General Jubal Early in the crucial Third Battle of Winchester in September, 1864.",0.0
1507,her,her,teacher,pro,5,439.0,True,c17d279da49e709638f42e292543b334,865,"Rebecca McPherson Wright Bonsal (January 31, 1838 or 1842 until May 15, 1914) was an American Quaker teacher who was fired for her Unionist loyalty, as well as delivered important intelligence to the Union Army during the American Civil War, which helped Union Generals Philip Sheridan and George Crook defeat Confederate General Jubal Early in the crucial Third Battle of Winchester in September, 1864.",1.0
1508,her,her,teacher,pro,5,761.0,True,d648d0b729c06f20aaa219368992a9d1,865,"Rebecca McPherson Wright Bonsal (January 31, 1838 or 1842 until May 15, 1914) was an American Quaker teacher who was fired for her Unionist loyalty, as well as delivered important intelligence to the Union Army during the American Civil War, which helped Union Generals Philip Sheridan and George Crook defeat Confederate General Jubal Early in the crucial Third Battle of Winchester in September, 1864.",0.0
1509,her,her,teacher,pro,10,690.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1286,"A kindergarten teacher found Bey, at the age of four years, after her mother accidentally forgot her to assign someone to find her, in favor of her brother.",1.0
1510,her,her,teacher,pro,10,647.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1286,"A kindergarten teacher found Bey, at the age of four years, after her mother accidentally forgot her to assign someone to find her, in favor of her brother.",0.0
1511,her,her,teacher,pro,10,552.0,True,89bb397c8dd69b78571f586522288335,1286,"A kindergarten teacher found Bey, at the age of four years, after her mother accidentally forgot her to assign someone to find her, in favor of her brother.",0.0
1512,her,her,teacher,pro,10,744.0,True,d00696adf8dd1f96878d06dbb74a3b48,1286,"A kindergarten teacher found Bey, at the age of four years, after her mother accidentally forgot her to assign someone to find her, in favor of her brother.",1.0
1513,her,her,teacher,pro,10,727.0,True,ea6777eddd27e861b6ebc5c817f814e6,1286,"A kindergarten teacher found Bey, at the age of four years, after her mother accidentally forgot her to assign someone to find her, in favor of her brother.",0.0
1514,her,her,teacher,pro,10,560.0,True,ea8afb9686e38991393dbb16e6da7735,1286,"A kindergarten teacher found Bey, at the age of four years, after her mother accidentally forgot her to assign someone to find her, in favor of her brother.",0.0
1515,her,her,teacher,pro,3,520.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",1.0
1516,her,her,teacher,pro,3,632.0,True,13448750d650cfb712f004d9bd1ebbc8,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",1.0
1517,her,her,teacher,pro,3,583.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",1.0
1518,her,her,teacher,pro,3,677.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",0.0
1519,her,her,teacher,pro,3,657.0,True,6dfde7afac417f804bbee5fe91ac27cd,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",1.0
1520,her,her,teacher,pro,3,722.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",1.0
1521,her,her,teacher,pro,10,571.0,True,95867c05e9a72894b14350a3404bdf78,1286,"A kindergarten teacher found Bey, at the age of four years, after her mother accidentally forgot her to assign someone to find her, in favor of her brother.",0.0
1522,her,her,teacher,pro,3,640.0,True,9962e8a878efc4bd41a392780885f015,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",0.0
1523,her,her,teacher,pro,3,493.0,True,c17d279da49e709638f42e292543b334,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",0.0
1524,her,her,teacher,pro,3,724.0,True,d648d0b729c06f20aaa219368992a9d1,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",0.0
1525,her,her,teacher,pro,3,721.0,True,f3276b3d2021fd87259810574797f8b4,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",0.0
1526,her,her,teacher,pro,3,544.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1398,"The teacher just completed her yoga training in Portland, Oregon, and kindly provided free online classes.",1.0
1527,her,her,teacher,pro,3,648.0,True,40068cc5014494d0975a3f5a7159a0d6,1398,"The teacher just completed her yoga training in Portland, Oregon, and kindly provided free online classes.",1.0
1528,her,her,teacher,pro,3,543.0,True,4540c7b3bd418364af0e884d9c4ecd15,1398,"The teacher just completed her yoga training in Portland, Oregon, and kindly provided free online classes.",1.0
1529,her,her,teacher,pro,3,546.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1398,"The teacher just completed her yoga training in Portland, Oregon, and kindly provided free online classes.",0.0
1530,her,her,teacher,pro,3,626.0,True,95867c05e9a72894b14350a3404bdf78,1315,"A Riverside teacher swore at her students, showed them R-rated movies, and generally was a bad teacher, however, due to tenure rules, the district had to pay the teacher $ 25,000 USD to quit.",1.0
1531,her,her,teacher,pro,3,505.0,True,9962e8a878efc4bd41a392780885f015,1398,"The teacher just completed her yoga training in Portland, Oregon, and kindly provided free online classes.",1.0
1532,her,her,teacher,pro,3,462.0,True,d36520462f0b578647dee8534591e6b2,1398,"The teacher just completed her yoga training in Portland, Oregon, and kindly provided free online classes.",1.0
1533,her,her,teacher,pro,3,688.0,True,ea6777eddd27e861b6ebc5c817f814e6,1398,"The teacher just completed her yoga training in Portland, Oregon, and kindly provided free online classes.",1.0
1534,her,her,teacher,pro,-4,764.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1523,"Antorini was born in Jyllinge, near Copenhagen, where her mother was a teacher and her father a dairyman.",0.0
1535,her,her,teacher,pro,-4,471.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1523,"Antorini was born in Jyllinge, near Copenhagen, where her mother was a teacher and her father a dairyman.",1.0
1536,her,her,teacher,pro,-4,767.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1523,"Antorini was born in Jyllinge, near Copenhagen, where her mother was a teacher and her father a dairyman.",0.0
1537,her,her,teacher,pro,-4,1136.0,True,6dfde7afac417f804bbee5fe91ac27cd,1523,"Antorini was born in Jyllinge, near Copenhagen, where her mother was a teacher and her father a dairyman.",1.0
1538,her,her,teacher,pro,-4,510.0,True,c17d279da49e709638f42e292543b334,1523,"Antorini was born in Jyllinge, near Copenhagen, where her mother was a teacher and her father a dairyman.",0.0
1539,her,her,teacher,pro,-4,836.0,True,d648d0b729c06f20aaa219368992a9d1,1523,"Antorini was born in Jyllinge, near Copenhagen, where her mother was a teacher and her father a dairyman.",1.0
1540,her,her,teacher,pro,-4,656.0,True,ea6777eddd27e861b6ebc5c817f814e6,1523,"Antorini was born in Jyllinge, near Copenhagen, where her mother was a teacher and her father a dairyman.",1.0
1541,she,she,person,pro,8,491.0,True,035bdfe202e3fd359e6a8ba379e88dd4,5,A person falsely tested negative incorrectly reassures her that she is infection free.,1.0
1542,she,she,person,pro,8,467.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,5,A person falsely tested negative incorrectly reassures her that she is infection free.,0.0
1543,she,she,person,pro,8,482.0,True,40068cc5014494d0975a3f5a7159a0d6,5,A person falsely tested negative incorrectly reassures her that she is infection free.,0.0
1544,she,she,person,pro,8,600.0,True,4540c7b3bd418364af0e884d9c4ecd15,5,A person falsely tested negative incorrectly reassures her that she is infection free.,1.0
1545,her,her,teacher,pro,-4,1294.0,True,48ae7ac422e782d05407dc797ce71979,1523,"Antorini was born in Jyllinge, near Copenhagen, where her mother was a teacher and her father a dairyman.",0.0
1546,she,she,person,pro,8,857.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,5,A person falsely tested negative incorrectly reassures her that she is infection free.,0.0
1547,her,her,teacher,pro,-4,684.0,True,95867c05e9a72894b14350a3404bdf78,1523,"Antorini was born in Jyllinge, near Copenhagen, where her mother was a teacher and her father a dairyman.",1.0
